,question,num_texte
54,"Pour bénéficier immédiatement d’une adaptation du taux de prélèvement à la source après la naissance d’un enfant, quelle démarche est nécessaire ?",4
749,Quelles conditions spécifiques s'appliquent pour bénéficier de l'abattement spécial en faveur des personnes en situation de handicap ou invalides ?,69
672,Quelle procédure doit être suivie pour déclarer une pension de retraite versée en capital en cas d'option pour le quotient ?,63
1249,Comment doivent être traités fiscalement les revenus distribués par une SCI aux associés lors d'une décision d'assemblée générale ?,96
123,"Quel est l’effet d’une absence de justification précise du coût du repas si l’employé prétend à une déduction supérieure à 5,20 € ?",11
626,Quel est le taux d’imposition applicable aux héritiers qui ne sont pas parents du défunt jusqu’au 4e degré inclusivement ?,59
531,"Dans l’exemple d’un couple s’étant marié en avril N-1 et optant pour la déclaration commune, combien de salaires déclarent-ils sur leur unique déclaration pour l’année N-1 ?",49
1113,"Dans le dispositif Cosse, quel taux de déduction spécifique est applicable pour un logement en location dans le secteur intermédiaire situé en zone A, A Bis ou B1 ?",90
135,Quelles conditions doivent être réunies pour que la location d’un logement meublé relève d’une activité de loueur en meublé professionnel (LMP) au sens fiscal ?,13
904,Quel est le seuil minimal de la plus-value nette imposable pour que la taxe sur les plus-values immobilières élevées s'applique ?,80
1195,Quel abattement est applicable pour l’activité de location de meublé de tourisme classé situé en zone B2 ou C selon l’arrêté du 2 octobre 2023 ?,94
853,"En cas d'achat d'un bien neuf dont la construction ou l'aménagement sont achevés, qui peut avoir déjà effectué les formalités déclaratives ?",76
1323,Comment peut-on déterminer le service foncier compétent pour le dépôt de la déclaration n°6660-REV ?,102
341,"En cas de rejet d’un prélèvement d’acompte sur le compte bancaire du contribuable, quelle démarche s’applique ?",33
959,Quels modes de paiement sont autorisés pour effectuer un don familial de sommes d'argent exonéré ?,83
1089,Quelles opérations conduisent obligatoirement à la clôture d'un plan d'épargne en actions ?,88
530,"Si un couple marié l’année N-1 décide de faire deux déclarations séparées pour cette année-là, comment le paiement de l’impôt est-il organisé ?",49
1139,Quel est le fait générateur de l'avantage fiscal pour les immeubles spéciaux ?,91
537,"Dans le cadre de l’impôt sur la fortune immobilière (IFI), comment est évalué le patrimoine immobilier d’un couple marié ou pacsé ?",50
700,"En l'absence de convention fiscale internationale, quelle est la conséquence pour l'imposition des revenus étrangers d'un résident fiscal français ?",66
1155,"Dans les cas non couverts par le régime micro-foncier, quelle déclaration l'associé doit-il utiliser pour déclarer les revenus de ses parts de SCI ?",92
299,Qui est concerné par la déclaration fiscale et sociale unifiée pour les revenus 2023 ?,29
940,Comment sont évaluées les valeurs mobilières cotées lors d’un don manuel ?,82
545,Comment s’applique l’augmentation de parts fiscales lorsqu’un enfant naît au cours de l’année d’imposition ?,51
83,"À quel montant annuel le SMIC correspond-il pour déterminer le plafond de non-imposition des gratifications de stage imposé par l’article L 124-6 du code de l’éducation, pour l’année 2023 ?",7
1069,Quel abattement fixe est prévu pour les plus-values de cession de titres ou de droits de PME réalisés par des dirigeants de PME prenant leur retraite ?,87
273,Quel pourcentage d’exonération s’applique en principe aux bois et forêts lors du calcul de l’IFI ?,26
1173,"Quel plafond annuel, charges comprises, permet l'exonération d'impôt pour la location d'une partie de l'habitation principale qui ne constitue pas la résidence principale du locataire ?",93
1085,Quelles sont les limites de versement pour un PEA classique et un PEA PME-ETI ?,88
1383,"Si une erreur est constatée sur votre déclaration de revenus en ligne, quelle est la période durant laquelle vous pouvez signaler cette erreur en ligne ?",108
784,Quels actes sous seing privé doivent être enregistrés de manière obligatoire ?,72
604,"Si un enfant majeur décède entre le 1er janvier et la date limite de dépôt de la déclaration IFI, comment s’organise la déclaration pour l’IFI de l’année en cours ?",57
754,Quel changement de situation ouvre droit à une exonération temporaire de taxe foncière pendant deux ans ?,70
1200,Quels revenus déclenchent l'assujettissement aux cotisations sociales pour les loueurs en meublé de courte durée ?,94
1138,Quel traitement fiscal est appliqué pour un immeuble qui génère des recettes et est partiellement occupé par son propriétaire ?,91
1412,La saisine du médiateur a-t-elle pour effet d'interrompre les délais de réclamation ou de suspendre le paiement des sommes réclamées ?,111
561,"Dans quelle situation est-il nécessaire de souscrire une déclaration individuelle pour l’année qui suit la séparation, même si la procédure de divorce n’est pas finalisée ?",53
888,Quels frais peuvent être déduits du prix de cession sur justificatifs ?,79
1334,"Pour les locaux situés à Paris et en Île-de-France, à quel service devez-vous déposer votre déclaration TSBCS en l'absence de formulaire pré-rempli ?",103
1256,Quels types de fournitures ou équipements restent soumis au taux normal de TVA de 20 % même dans le cadre de travaux de rénovation ?,97
1396,Quel est le rôle principal du conciliateur fiscal départemental ?,110
420,"Quel document précise, dans la rubrique « Votre situation », le montant d’impôt restant à payer ou à prélever ?",40
99,"Quelle catégorie de pensions ne se trouve pas soumise à la retenue à la source effectuée par l’organisme payeur, mais donne lieu à l’acompte prévu à l’article 204 A du CGI ?",9
34,Quel est le délai maximal pour signaler un mariage ou un divorce afin d’adapter immédiatement le taux de prélèvement à la source ?,3
472,"Si un redevable souhaite résilier son contrat de prélèvement mensuel pour qu’il ne soit pas reconduit l’année suivante et désire que la résiliation soit effective au 1er janvier, quelle est la date butoir pour effectuer la démarche ?",42
705,Quel est le traitement fiscal des revenus des professions indépendantes en France ?,66
523,"Dans le cas d’un départ à l’étranger, comment un contribuable doit-il déclarer ses revenus lorsqu’il perçoit des revenus imposables en France avant et après la date de départ ?",48
1178,Dans quelle situation l'activité de location meublée relève-t-elle du régime réel d'imposition ?,93
44,Dans quel cas un contribuable peut-il cocher la case G ?,3
1117,"Quel taux de déduction est applicable pour un logement donné en location dans le cadre d’une intermédiation locative sociale, indépendamment de sa zone géographique ?",90
502,"Lorsqu’une amende n’a pas été réglée dans les délais, quelle mesure peut être sollicitée par le Trésor Public sur le salaire du redevable ?",46
665,Comment doivent être traitées les pensions de retraite des personnes à charge dans la déclaration ?,63
161,À quel formulaire un agriculteur relevant du régime réel normal doit-il recourir pour établir son bilan et déclarer ses résultats ?,15
837,Quel est le délai pour souscrire la déclaration foncière en ligne après la fin de la construction ?,75
447,Que signifie la mention « Reste à payer » dans le relevé des échéances d’un contribuable mensualisé ?,40
849,"Parmi les biens suivants, lequel est éligible au taux réduit de TVA de 5,5% dans le cadre de l'accession sociale ?",76
706,Quelle condition doit être remplie concernant l'organisme payeur pour qualifier les revenus de capitaux mobiliers d'origine française ?,66
1017,Quel service en ligne est recommandé pour évaluer la valeur d'un bien immobilier dans une donation ?,85
361,À quel moment un contribuable doit-il payer le montant figurant sur l'avis de rejet pour le régulariser ?,35
1136,Que se passe-t-il en cas d'excédent de charges déductibles par rapport au revenu global pour un immeuble ne générant aucune recette ?,91
67,"Quelles conditions cumulatives doit remplir une personne invalide pour être considérée comme autre personne à charge dans un foyer fiscal, indépendamment de tout lien familial ?",6
971,Quel taux d'exonération est applicable pour la première transmission à titre gratuit d'un immeuble acquis neuf entre le 1er août et le 31 décembre 1995 ?,83
1081,Qui peut bénéficier d'une dispense de prélèvement sur les produits des versements postérieurs au 27.9.2017 en assurance-vie ?,88
1328,"Si vous avez opté pour le paiement centralisé auprès de la DGE, où devez-vous déposer votre déclaration et paiement ?",103
1208,Quelle est la durée de validité de l'option pour le régime réel d'imposition des locations meublées ?,94
908,"Pour une tranche de plus-value imposable de 100 001 € à 110 000 €, quelle formule est appliquée pour le calcul de la taxe ?",80
690,"En l'absence de convention fiscale entre deux pays, quelle règle s'applique pour déterminer la résidence fiscale ?",65
851,Sur quel site et dans quelle rubrique doit être effectuée la déclaration en ligne des constructions nouvelles ?,76
